Column1,Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
1859,1860,54,Male,Belt,Accessories,26,New Jersey,Beige,Summer,3.7,No,Store Pickup,No,No,29,Debit Card,Fortnightly
1860,1861,18,Male,T-shirt,Clothing,64,Kansas,Silver,Summer,4.8,No,Next Day Air,No,No,4,Credit Card,Monthly
1861,1862,29,Male,Sneakers,Footwear,60,South Dakota,Peach,Fall,3.6,No,Standard,No,No,19,Debit Card,Monthly
1862,1863,59,Male,Gloves,Accessories,36,New Hampshire,Turquoise,Winter,4.6,No,Express,No,No,10,PayPal,Fortnightly
1863,1864,25,Male,Sandals,Footwear,21,Connecticut,Orange,Spring,4.3,No,2-Day Shipping,No,No,39,Debit Card,Monthly
1864,1865,19,Male,Backpack,Accessories,72,Wyoming,Cyan,Fall,3.2,No,2-Day Shipping,No,No,21,Venmo,Quarterly
1865,1866,56,Male,Pants,Clothing,62,Missouri,Silver,Summer,3.8,No,Store Pickup,No,No,12,Bank Transfer,Monthly
1866,1867,31,Male,T-shirt,Clothing,44,Alaska,Gold,Winter,4.2,No,Standard,No,No,9,Credit Card,Fortnightly
1867,1868,45,Male,Skirt,Clothing,52,Delaware,Brown,Fall,3.4,No,2-Day Shipping,No,No,20,Venmo,Quarterly
1868,1869,23,Male,Gloves,Accessories,58,Indiana,Silver,Spring,4.7,No,Next Day Air,No,No,44,Cash,Fortnightly
1869,1870,18,Male,Blouse,Clothing,77,West Virginia,Beige,Spring,3.9,No,2-Day Shipping,No,No,16,Debit Card,Every 3 Months
1870,1871,43,Male,Blouse,Clothing,99,Wyoming,Violet,Spring,4.3,No,Store Pickup,No,No,27,Debit Card,Fortnightly
1871,1872,56,Male,Jeans,Clothing,96,Illinois,Violet,Fall,2.7,No,Standard,No,No,14,Cash,Every 3 Months
1872,1873,43,Male,T-shirt,Clothing,64,Alaska,Lavender,Summer,4.6,No,Standard,No,No,24,Credit Card,Monthly
1873,1874,64,Male,Sweater,Clothing,44,Wisconsin,Red,Fall,2.9,No,Express,No,No,49,Bank Transfer,Weekly
1874,1875,67,Male,Pants,Clothing,33,Indiana,Purple,Fall,3.6,No,Free Shipping,No,No,14,Cash,Weekly
1875,1876,63,Male,Boots,Footwear,71,Tennessee,Brown,Winter,3.9,No,Next Day Air,No,No,6,Credit Card,Quarterly
1876,1877,54,Male,Skirt,Clothing,36,Illinois,Gray,Fall,2.6,No,Standard,No,No,20,Venmo,Quarterly
1877,1878,69,Male,Gloves,Accessories,62,Pennsylvania,Pink,Fall,3.6,No,Express,No,No,3,Credit Card,Annually
1878,1879,34,Male,Socks,Clothing,29,Oklahoma,Magenta,Summer,3.4,No,Store Pickup,No,No,5,Credit Card,Monthly
1879,1880,56,Male,T-shirt,Clothing,33,Tennessee,Charcoal,Spring,3.5,No,Express,No,No,46,Cash,Bi-Weekly
1880,1881,34,Male,Blouse,Clothing,33,New Jersey,Yellow,Fall,3.1,No,2-Day Shipping,No,No,8,Debit Card,Monthly
1881,1882,58,Male,Blouse,Clothing,41,New Jersey,Red,Winter,4.3,No,Standard,No,No,13,Cash,Bi-Weekly
1882,1883,44,Male,Scarf,Accessories,54,Tennessee,Blue,Winter,5,No,Store Pickup,No,No,25,Bank Transfer,Quarterly
1883,1884,25,Male,Backpack,Accessories,58,Georgia,Cyan,Spring,4.9,No,Store Pickup,No,No,39,Debit Card,Fortnightly
1884,1885,27,Male,Shorts,Clothing,30,Arizona,Pink,Summer,4.3,No,Next Day Air,No,No,15,Bank Transfer,Bi-Weekly
1885,1886,26,Male,Jewelry,Accessories,53,Nevada,Maroon,Winter,4.4,No,Standard,No,No,35,Cash,Monthly
1886,1887,18,Male,Gloves,Accessories,91,Arkansas,Beige,Spring,4.4,No,Next Day Air,No,No,46,Cash,Bi-Weekly
1887,1888,64,Male,Hoodie,Clothing,44,North Dakota,Gold,Fall,3.5,No,Express,No,No,3,PayPal,Monthly
1888,1889,62,Male,Hoodie,Clothing,89,South Dakota,Turquoise,Winter,3.4,No,Free Shipping,No,No,48,Credit Card,Weekly
1889,1890,59,Male,Skirt,Clothing,57,North Carolina,Peach,Spring,2.5,No,Next Day Air,No,No,27,Bank Transfer,Weekly
1890,1891,36,Male,Sunglasses,Accessories,57,Hawaii,Lavender,Spring,3.4,No,Store Pickup,No,No,5,Credit Card,Weekly
1891,1892,69,Male,Jewelry,Accessories,74,New Hampshire,Gray,Summer,2.6,No,Next Day Air,No,No,48,Debit Card,Quarterly
1892,1893,39,Male,Jacket,Outerwear,30,California,Blue,Fall,4.6,No,2-Day Shipping,No,No,12,Venmo,Weekly
1893,1894,28,Male,Dress,Clothing,20,Delaware,Red,Summer,3.7,No,Express,No,No,10,PayPal,Fortnightly
1894,1895,42,Male,Hoodie,Clothing,90,Arizona,Purple,Fall,2.5,No,Free Shipping,No,No,48,Debit Card,Bi-Weekly
1895,1896,31,Male,Jeans,Clothing,61,Washington,Indigo,Fall,4.5,No,Express,No,No,3,Debit Card,Monthly
1896,1897,57,Male,Sandals,Footwear,51,Nevada,Gold,Fall,2.9,No,Standard,No,No,19,Venmo,Monthly
1897,1898,53,Male,Sunglasses,Accessories,97,Alaska,Teal,Winter,2.9,No,Free Shipping,No,No,11,Debit Card,Fortnightly
1898,1899,59,Male,Pants,Clothing,97,Texas,Magenta,Fall,3.5,No,Next Day Air,No,No,25,Venmo,Monthly
1899,1900,32,Male,Shorts,Clothing,40,New York,Maroon,Winter,4.2,No,Store Pickup,No,No,42,PayPal,Weekly
1900,1901,65,Male,Jewelry,Accessories,85,Iowa,Blue,Summer,3.3,No,Free Shipping,No,No,34,Cash,Quarterly
1901,1902,56,Male,Socks,Clothing,76,Arizona,Beige,Winter,3.9,No,Store Pickup,No,No,50,Cash,Quarterly
1902,1903,31,Male,Sandals,Footwear,22,New Mexico,Olive,Spring,5,No,Store Pickup,No,No,21,Venmo,Monthly
1903,1904,59,Male,Pants,Clothing,63,North Carolina,Gold,Summer,3.3,No,Standard,No,No,37,Bank Transfer,Weekly
1904,1905,22,Male,T-shirt,Clothing,71,Nevada,Silver,Spring,4.2,No,Free Shipping,No,No,46,Cash,Monthly
1905,1906,47,Male,Boots,Footwear,35,Idaho,Teal,Summer,4.9,No,2-Day Shipping,No,No,14,Bank Transfer,Fortnightly
1906,1907,23,Male,Backpack,Accessories,30,Vermont,Green,Spring,4.6,No,2-Day Shipping,No,No,24,PayPal,Fortnightly
1907,1908,69,Male,Skirt,Clothing,74,New Mexico,Orange,Fall,4.8,No,Store Pickup,No,No,36,Credit Card,Every 3 Months
1908,1909,18,Male,Scarf,Accessories,71,Georgia,Charcoal,Winter,2.7,No,Next Day Air,No,No,19,Debit Card,Bi-Weekly
1909,1910,50,Male,Sweater,Clothing,84,Kentucky,Black,Spring,4.3,No,Store Pickup,No,No,12,Credit Card,Monthly
1910,1911,29,Male,Sandals,Footwear,38,New York,Yellow,Fall,3.8,No,Express,No,No,13,Debit Card,Quarterly
1911,1912,65,Male,Jewelry,Accessories,81,Arizona,Gray,Spring,4.9,No,Express,No,No,32,Debit Card,Bi-Weekly
1912,1913,29,Male,Sweater,Clothing,56,Colorado,Charcoal,Winter,3.4,No,2-Day Shipping,No,No,5,Credit Card,Bi-Weekly
1913,1914,49,Male,Skirt,Clothing,48,Kentucky,Peach,Winter,3.6,No,Express,No,No,29,Cash,Annually
1914,1915,28,Male,Shorts,Clothing,97,Alaska,Green,Fall,3.4,No,Standard,No,No,40,Credit Card,Fortnightly
1915,1916,51,Male,Backpack,Accessories,74,Alabama,Magenta,Fall,4.7,No,2-Day Shipping,No,No,44,Cash,Weekly
1916,1917,26,Male,Hoodie,Clothing,50,Connecticut,Beige,Winter,3,No,Next Day Air,No,No,3,Debit Card,Bi-Weekly
1917,1918,38,Male,Skirt,Clothing,71,Hawaii,Black,Winter,3.4,No,Free Shipping,No,No,35,PayPal,Bi-Weekly
1918,1919,35,Male,Skirt,Clothing,33,Idaho,Purple,Summer,4.6,No,Standard,No,No,33,Debit Card,Monthly
1919,1920,34,Male,Backpack,Accessories,56,Virginia,Olive,Summer,3.1,No,Express,No,No,20,PayPal,Bi-Weekly
1920,1921,51,Male,Blouse,Clothing,84,Connecticut,Purple,Spring,2.8,No,Standard,No,No,40,Cash,Every 3 Months
1921,1922,47,Male,Shirt,Clothing,36,Michigan,Green,Fall,3.5,No,Store Pickup,No,No,13,Venmo,Annually
1922,1923,18,Male,Gloves,Accessories,63,Kentucky,Peach,Summer,4.6,No,Standard,No,No,9,PayPal,Monthly
1923,1924,64,Male,Sandals,Footwear,36,Nebraska,Blue,Summer,4.3,No,Standard,No,No,7,Cash,Annually
1924,1925,30,Male,Jacket,Outerwear,63,Michigan,Gray,Fall,4.8,No,Free Shipping,No,No,42,PayPal,Quarterly
1925,1926,59,Male,Sneakers,Footwear,32,Utah,Black,Winter,2.9,No,Express,No,No,44,Credit Card,Fortnightly
1926,1927,66,Male,Backpack,Accessories,93,New Mexico,Silver,Spring,3,No,Express,No,No,6,PayPal,Annually
1927,1928,40,Male,Pants,Clothing,29,Florida,Pink,Summer,2.9,No,Standard,No,No,8,Cash,Every 3 Months
1928,1929,25,Male,Sunglasses,Accessories,92,Mississippi,Lavender,Summer,3.7,No,Standard,No,No,10,PayPal,Weekly
1929,1930,59,Male,Jeans,Clothing,33,Hawaii,Brown,Fall,4.7,No,Standard,No,No,46,Venmo,Quarterly
1930,1931,66,Male,Pants,Clothing,52,North Carolina,Turquoise,Spring,3.5,No,Store Pickup,No,No,26,Cash,Weekly
1931,1932,54,Male,Jewelry,Accessories,42,Illinois,Olive,Spring,2.7,No,Store Pickup,No,No,6,Debit Card,Every 3 Months
1932,1933,42,Male,Hoodie,Clothing,36,Maryland,White,Spring,5,No,Free Shipping,No,No,47,Credit Card,Every 3 Months
1933,1934,48,Male,Sandals,Footwear,67,Montana,Violet,Summer,4.1,No,Next Day Air,No,No,28,Venmo,Annually
1934,1935,34,Male,Jacket,Outerwear,43,Michigan,Gold,Winter,2.7,No,Free Shipping,No,No,23,Bank Transfer,Annually
1935,1936,19,Male,Blouse,Clothing,68,North Carolina,Violet,Spring,4.8,No,Free Shipping,No,No,45,Cash,Fortnightly
1936,1937,70,Male,Jewelry,Accessories,60,Minnesota,Teal,Summer,4.3,No,2-Day Shipping,No,No,44,PayPal,Every 3 Months
1937,1938,43,Male,Socks,Clothing,53,Delaware,Olive,Summer,4.5,No,2-Day Shipping,No,No,11,Bank Transfer,Monthly
1938,1939,46,Male,Jeans,Clothing,23,Kentucky,Blue,Spring,3.8,No,Standard,No,No,39,Debit Card,Bi-Weekly
1939,1940,66,Male,Gloves,Accessories,57,Ohio,Magenta,Winter,3.7,No,Store Pickup,No,No,20,PayPal,Every 3 Months
1940,1941,50,Male,Hat,Accessories,89,Alaska,Gray,Fall,3.9,No,2-Day Shipping,No,No,48,PayPal,Fortnightly
1941,1942,55,Male,Shoes,Footwear,99,Vermont,Peach,Winter,3.3,No,Standard,No,No,46,Credit Card,Quarterly
1942,1943,63,Male,Pants,Clothing,28,Alabama,Cyan,Fall,3.4,No,Express,No,No,22,PayPal,Monthly
1943,1944,32,Male,Socks,Clothing,53,Wisconsin,Violet,Summer,3.8,No,Next Day Air,No,No,45,Cash,Annually
1944,1945,30,Male,Hoodie,Clothing,45,Arkansas,Gold,Winter,2.7,No,Free Shipping,No,No,49,Cash,Every 3 Months
1945,1946,35,Male,Hoodie,Clothing,38,Georgia,Gold,Winter,2.9,No,2-Day Shipping,No,No,9,Credit Card,Every 3 Months
1946,1947,59,Male,Pants,Clothing,49,Louisiana,White,Summer,4.5,No,Standard,No,No,41,Credit Card,Quarterly
1947,1948,59,Male,Shirt,Clothing,32,New York,Gray,Summer,2.6,No,Store Pickup,No,No,2,PayPal,Monthly
1948,1949,54,Male,T-shirt,Clothing,37,Connecticut,Brown,Winter,3.1,No,Next Day Air,No,No,39,PayPal,Bi-Weekly
1949,1950,63,Male,Dress,Clothing,80,Nebraska,Gray,Winter,4.7,No,Store Pickup,No,No,12,PayPal,Quarterly
1950,1951,43,Male,Backpack,Accessories,78,Arkansas,Blue,Summer,4.6,No,Free Shipping,No,No,26,PayPal,Every 3 Months
1951,1952,33,Male,Gloves,Accessories,53,Connecticut,Gold,Summer,2.7,No,Next Day Air,No,No,32,Bank Transfer,Bi-Weekly
1952,1953,57,Male,Shoes,Footwear,82,Maryland,Yellow,Summer,4.6,No,2-Day Shipping,No,No,50,Cash,Bi-Weekly
1953,1954,25,Male,Skirt,Clothing,33,Colorado,Green,Spring,4.8,No,Standard,No,No,3,PayPal,Fortnightly
1954,1955,26,Male,Gloves,Accessories,77,Colorado,Pink,Winter,4.2,No,Free Shipping,No,No,3,Venmo,Quarterly
1955,1956,50,Male,Hoodie,Clothing,56,Maine,Pink,Winter,4.9,No,Express,No,No,37,Cash,Monthly
1956,1957,70,Male,Socks,Clothing,37,Oklahoma,Pink,Winter,4.9,No,Express,No,No,20,Credit Card,Fortnightly
1957,1958,68,Male,Gloves,Accessories,54,South Carolina,Cyan,Spring,4.5,No,Store Pickup,No,No,26,Cash,Bi-Weekly
1958,1959,39,Male,Shorts,Clothing,67,Nevada,Gray,Winter,2.7,No,Store Pickup,No,No,47,Cash,Quarterly
1959,1960,46,Male,Shoes,Footwear,90,Colorado,White,Fall,3.1,No,Store Pickup,No,No,7,Credit Card,Every 3 Months
1960,1961,57,Male,Jeans,Clothing,72,Massachusetts,Red,Summer,3.3,No,2-Day Shipping,No,No,40,Credit Card,Annually
1961,1962,47,Male,Boots,Footwear,59,Nevada,Black,Summer,2.6,No,Free Shipping,No,No,45,Debit Card,Quarterly
1962,1963,40,Male,Hat,Accessories,45,Iowa,Silver,Fall,4.4,No,Standard,No,No,20,PayPal,Fortnightly
1963,1964,52,Male,Shorts,Clothing,30,Michigan,Pink,Spring,3.9,No,Standard,No,No,11,Credit Card,Weekly
1964,1965,40,Male,Pants,Clothing,51,West Virginia,Cyan,Summer,4.6,No,Express,No,No,50,Debit Card,Monthly
1965,1966,67,Male,Sweater,Clothing,90,Indiana,White,Fall,4.9,No,Express,No,No,25,Debit Card,Quarterly
1966,1967,67,Male,Jacket,Outerwear,95,Indiana,Purple,Winter,3.7,No,Express,No,No,5,Credit Card,Fortnightly
1967,1968,37,Male,Dress,Clothing,81,Georgia,Yellow,Fall,3.7,No,Standard,No,No,4,Venmo,Annually
1968,1969,67,Male,Shirt,Clothing,70,Minnesota,Blue,Spring,4.2,No,Standard,No,No,25,Credit Card,Weekly
1969,1970,64,Male,Dress,Clothing,32,Louisiana,Cyan,Winter,3.5,No,Next Day Air,No,No,11,Bank Transfer,Fortnightly
1970,1971,28,Male,Belt,Accessories,94,Maryland,Indigo,Spring,2.9,No,Next Day Air,No,No,4,Credit Card,Bi-Weekly
1971,1972,54,Male,Hat,Accessories,29,Pennsylvania,Indigo,Spring,3.4,No,Next Day Air,No,No,1,Venmo,Monthly
1972,1973,54,Male,Backpack,Accessories,31,Louisiana,Silver,Summer,3.3,No,Express,No,No,48,PayPal,Every 3 Months
1973,1974,24,Male,Skirt,Clothing,20,Maryland,Red,Fall,4.5,No,Standard,No,No,9,Venmo,Every 3 Months
1974,1975,27,Male,Gloves,Accessories,44,Tennessee,Peach,Winter,4.6,No,2-Day Shipping,No,No,2,PayPal,Fortnightly
1975,1976,53,Male,Jacket,Outerwear,77,Illinois,Turquoise,Fall,2.9,No,Express,No,No,4,Cash,Quarterly
1976,1977,32,Male,Handbag,Accessories,51,Wyoming,Pink,Spring,3.2,No,Next Day Air,No,No,43,PayPal,Fortnightly
1977,1978,24,Male,Sandals,Footwear,49,Florida,Teal,Summer,2.6,No,Free Shipping,No,No,32,Bank Transfer,Annually
1978,1979,45,Male,Sunglasses,Accessories,78,Massachusetts,Magenta,Spring,3.8,No,Store Pickup,No,No,1,Cash,Quarterly
1979,1980,49,Male,Jeans,Clothing,98,Tennessee,Blue,Spring,2.8,No,Store Pickup,No,No,38,Debit Card,Fortnightly
1980,1981,51,Male,Sandals,Footwear,94,Iowa,Green,Winter,4.4,No,Store Pickup,No,No,25,PayPal,Fortnightly
1981,1982,69,Male,Shoes,Footwear,91,Michigan,Violet,Summer,4.7,No,Express,No,No,42,PayPal,Quarterly
1982,1983,41,Male,Sunglasses,Accessories,77,Kansas,Turquoise,Summer,2.7,No,2-Day Shipping,No,No,32,PayPal,Monthly
1983,1984,59,Male,Scarf,Accessories,97,Georgia,Pink,Summer,2.6,No,Next Day Air,No,No,21,Debit Card,Quarterly
1984,1985,26,Male,Skirt,Clothing,58,West Virginia,Black,Summer,3.4,No,2-Day Shipping,No,No,26,PayPal,Fortnightly
1985,1986,23,Male,Gloves,Accessories,97,Tennessee,Gold,Spring,3.9,No,2-Day Shipping,No,No,6,Credit Card,Fortnightly
1986,1987,62,Male,Coat,Outerwear,48,Arkansas,Green,Summer,3.4,No,2-Day Shipping,No,No,14,Venmo,Quarterly
1987,1988,69,Male,Belt,Accessories,23,Vermont,White,Summer,3.4,No,Express,No,No,4,Cash,Quarterly
1988,1989,46,Male,Pants,Clothing,79,Virginia,Gold,Winter,3.9,No,Free Shipping,No,No,26,Bank Transfer,Weekly
1989,1990,35,Male,Jewelry,Accessories,42,Maryland,Charcoal,Spring,4,No,Express,No,No,39,PayPal,Bi-Weekly
1990,1991,32,Male,Backpack,Accessories,95,Connecticut,White,Spring,3.4,No,2-Day Shipping,No,No,15,PayPal,Annually
1991,1992,46,Male,Sneakers,Footwear,29,Missouri,Brown,Summer,3.7,No,Next Day Air,No,No,1,Venmo,Every 3 Months
1992,1993,33,Male,Hoodie,Clothing,98,New Jersey,Gold,Winter,4.9,No,2-Day Shipping,No,No,28,Venmo,Monthly
1993,1994,32,Male,Blouse,Clothing,96,Arkansas,Purple,Spring,5,No,Express,No,No,17,Cash,Weekly
1994,1995,33,Male,Sunglasses,Accessories,66,Nevada,Brown,Fall,2.9,No,Next Day Air,No,No,24,Credit Card,Weekly
1995,1996,67,Male,Boots,Footwear,80,Missouri,Teal,Spring,3,No,Standard,No,No,29,Debit Card,Quarterly
1996,1997,67,Male,Sneakers,Footwear,27,South Dakota,Indigo,Summer,3.3,No,Next Day Air,No,No,18,Cash,Every 3 Months
1997,1998,42,Male,Backpack,Accessories,25,Connecticut,Purple,Fall,4.7,No,Express,No,No,10,Debit Card,Bi-Weekly
1998,1999,20,Male,Pants,Clothing,45,Vermont,Orange,Fall,3.4,No,2-Day Shipping,No,No,19,Cash,Quarterly
1999,2000,39,Male,Socks,Clothing,89,Tennessee,Indigo,Winter,4.6,No,2-Day Shipping,No,No,26,Debit Card,Monthly
2000,2001,26,Male,Belt,Accessories,27,California,Lavender,Winter,3.6,No,2-Day Shipping,No,No,25,Cash,Bi-Weekly
2001,2002,51,Male,Sunglasses,Accessories,90,Wyoming,Purple,Winter,2.6,No,Free Shipping,No,No,2,Debit Card,Fortnightly
2002,2003,31,Male,Shirt,Clothing,65,New York,Red,Summer,2.7,No,Express,No,No,19,PayPal,Every 3 Months
2003,2004,68,Male,Sneakers,Footwear,72,Maine,Blue,Spring,3.1,No,Express,No,No,32,Cash,Quarterly
2004,2005,44,Male,Shoes,Footwear,70,Georgia,Blue,Fall,3.2,No,2-Day Shipping,No,No,13,Cash,Bi-Weekly
2005,2006,18,Male,Sandals,Footwear,82,Tennessee,Cyan,Winter,3.4,No,Store Pickup,No,No,30,PayPal,Fortnightly
2006,2007,58,Male,Scarf,Accessories,97,New Mexico,Pink,Fall,4.4,No,Express,No,No,2,Credit Card,Annually
2007,2008,26,Male,Shirt,Clothing,25,Virginia,Silver,Summer,3.2,No,2-Day Shipping,No,No,8,PayPal,Quarterly
2008,2009,57,Male,Skirt,Clothing,48,Florida,Gray,Spring,2.5,No,Free Shipping,No,No,27,PayPal,Every 3 Months
2009,2010,37,Male,Boots,Footwear,99,Alabama,Indigo,Summer,3.8,No,Next Day Air,No,No,26,Venmo,Bi-Weekly
2010,2011,24,Male,Sweater,Clothing,21,Texas,Maroon,Summer,4.4,No,2-Day Shipping,No,No,3,Debit Card,Bi-Weekly
2011,2012,57,Male,Sandals,Footwear,94,West Virginia,Beige,Spring,3.7,No,Express,No,No,4,Bank Transfer,Monthly
2012,2013,48,Male,Jeans,Clothing,53,Nevada,Green,Fall,3.2,No,Store Pickup,No,No,5,Cash,Fortnightly
2013,2014,39,Male,Backpack,Accessories,70,Virginia,Peach,Winter,4.9,No,Standard,No,No,25,Debit Card,Quarterly
2014,2015,51,Male,Skirt,Clothing,26,Wisconsin,Black,Summer,3.9,No,Standard,No,No,47,PayPal,Bi-Weekly
2015,2016,57,Male,Belt,Accessories,82,Virginia,Pink,Summer,4.5,No,Next Day Air,No,No,8,Credit Card,Fortnightly
2016,2017,53,Male,Shoes,Footwear,47,Maine,Violet,Winter,3.4,No,Standard,No,No,20,Debit Card,Fortnightly
2017,2018,70,Male,Socks,Clothing,32,Massachusetts,Green,Winter,4.1,No,Next Day Air,No,No,42,Bank Transfer,Every 3 Months
2018,2019,60,Male,Backpack,Accessories,97,Arkansas,Gold,Fall,4.5,No,Store Pickup,No,No,20,Bank Transfer,Weekly
2019,2020,31,Male,Shirt,Clothing,68,Idaho,Red,Winter,4.7,No,Store Pickup,No,No,23,Cash,Fortnightly
2020,2021,41,Male,Sweater,Clothing,23,Pennsylvania,Beige,Winter,4.8,No,Next Day Air,No,No,26,Cash,Quarterly
2021,2022,62,Male,Handbag,Accessories,33,Maine,Green,Winter,4.4,No,Standard,No,No,48,Venmo,Quarterly
2022,2023,59,Male,Jewelry,Accessories,38,Alabama,Black,Winter,4,No,Store Pickup,No,No,16,Cash,Bi-Weekly
2023,2024,46,Male,Socks,Clothing,68,Idaho,Teal,Winter,4.1,No,Store Pickup,No,No,28,Cash,Bi-Weekly
2024,2025,62,Male,Socks,Clothing,23,Arkansas,Silver,Fall,3.7,No,Express,No,No,39,PayPal,Weekly
2025,2026,42,Male,Shirt,Clothing,29,Delaware,Turquoise,Summer,3,No,Express,No,No,43,Debit Card,Fortnightly
2026,2027,37,Male,Scarf,Accessories,35,Maine,Orange,Winter,3.6,No,Express,No,No,45,Bank Transfer,Every 3 Months
2027,2028,50,Male,Shoes,Footwear,73,Nebraska,Gold,Fall,4.8,No,Standard,No,No,50,Credit Card,Every 3 Months
2028,2029,29,Male,Shoes,Footwear,84,Ohio,Purple,Fall,3.7,No,2-Day Shipping,No,No,10,Venmo,Bi-Weekly
2029,2030,25,Male,Scarf,Accessories,23,Montana,Pink,Spring,4.6,No,Next Day Air,No,No,40,PayPal,Quarterly
2030,2031,66,Male,Sunglasses,Accessories,67,New Mexico,Green,Summer,2.8,No,Standard,No,No,38,Credit Card,Monthly
2031,2032,21,Male,Socks,Clothing,51,North Carolina,Charcoal,Spring,4,No,Standard,No,No,2,Credit Card,Monthly
2032,2033,46,Male,Blouse,Clothing,36,South Carolina,Maroon,Winter,4.2,No,Next Day Air,No,No,13,Cash,Annually
2033,2034,57,Male,Jeans,Clothing,55,Illinois,Olive,Summer,3.6,No,Express,No,No,33,Venmo,Annually
2034,2035,61,Male,Shorts,Clothing,30,Alabama,Peach,Spring,2.9,No,Store Pickup,No,No,27,PayPal,Monthly
2035,2036,53,Male,T-shirt,Clothing,70,Oklahoma,Yellow,Summer,4.1,No,Express,No,No,43,Bank Transfer,Weekly
2036,2037,37,Male,Blouse,Clothing,63,Minnesota,Lavender,Winter,3.1,No,Next Day Air,No,No,46,Cash,Weekly
2037,2038,39,Male,Belt,Accessories,87,Illinois,Green,Summer,4.3,No,Express,No,No,7,Venmo,Bi-Weekly
2038,2039,53,Male,Blouse,Clothing,70,Arkansas,Orange,Spring,4.4,No,Next Day Air,No,No,35,Credit Card,Fortnightly
2039,2040,35,Male,T-shirt,Clothing,51,Minnesota,Olive,Spring,3.1,No,Next Day Air,No,No,31,Debit Card,Bi-Weekly
2040,2041,69,Male,Jewelry,Accessories,25,South Carolina,Gray,Spring,2.9,No,Free Shipping,No,No,42,Venmo,Quarterly
2041,2042,66,Male,Jacket,Outerwear,32,New York,Lavender,Winter,3.2,No,Next Day Air,No,No,14,PayPal,Bi-Weekly
2042,2043,19,Male,Shoes,Footwear,52,Alabama,Red,Spring,4,No,2-Day Shipping,No,No,35,Venmo,Monthly
2043,2044,47,Male,Gloves,Accessories,33,New York,Charcoal,Summer,2.7,No,Standard,No,No,49,PayPal,Weekly
2044,2045,49,Male,Jeans,Clothing,68,Missouri,Orange,Spring,3,No,Free Shipping,No,No,17,PayPal,Fortnightly
2045,2046,31,Male,Jewelry,Accessories,20,Georgia,Red,Fall,4.4,No,Express,No,No,26,PayPal,Quarterly
2046,2047,39,Male,Pants,Clothing,32,Oklahoma,Maroon,Winter,2.8,No,Free Shipping,No,No,30,Cash,Every 3 Months
2047,2048,58,Male,Jewelry,Accessories,82,Connecticut,Silver,Summer,3.1,No,Store Pickup,No,No,32,Cash,Annually
2048,2049,45,Male,Sneakers,Footwear,64,Michigan,Pink,Winter,3.9,No,Express,No,No,35,Bank Transfer,Quarterly
2049,2050,68,Male,Boots,Footwear,24,Rhode Island,Blue,Fall,2.7,No,Standard,No,No,15,Venmo,Annually
2050,2051,35,Male,Hat,Accessories,96,Mississippi,Teal,Summer,3.4,No,Store Pickup,No,No,10,Debit Card,Annually
2051,2052,65,Male,T-shirt,Clothing,94,Massachusetts,Black,Spring,3.8,No,Free Shipping,No,No,14,Credit Card,Monthly
2052,2053,45,Male,Backpack,Accessories,48,New Hampshire,Gray,Winter,3.7,No,2-Day Shipping,No,No,30,Bank Transfer,Annually
2053,2054,19,Male,Sunglasses,Accessories,60,Wyoming,Purple,Spring,4.5,No,2-Day Shipping,No,No,16,Credit Card,Fortnightly
2054,2055,65,Male,Sweater,Clothing,56,New Jersey,Gold,Spring,2.9,No,Express,No,No,14,PayPal,Annually
2055,2056,28,Male,Handbag,Accessories,33,Texas,Silver,Fall,3.4,No,2-Day Shipping,No,No,28,Bank Transfer,Weekly
2056,2057,55,Male,Backpack,Accessories,46,Minnesota,Blue,Spring,4.4,No,2-Day Shipping,No,No,29,PayPal,Monthly
2057,2058,66,Male,Socks,Clothing,37,South Dakota,Yellow,Spring,4.2,No,Standard,No,No,5,PayPal,Every 3 Months
2058,2059,29,Male,Shirt,Clothing,98,Washington,Brown,Winter,3.3,No,Store Pickup,No,No,17,Bank Transfer,Quarterly
2059,2060,56,Male,Shorts,Clothing,50,California,Beige,Spring,3.7,No,Express,No,No,50,PayPal,Weekly
2060,2061,21,Male,Belt,Accessories,63,Wisconsin,Blue,Fall,3.2,No,Next Day Air,No,No,23,Bank Transfer,Quarterly
2061,2062,32,Male,Sweater,Clothing,70,Michigan,Magenta,Summer,2.6,No,Store Pickup,No,No,22,Debit Card,Annually
2062,2063,54,Male,Coat,Outerwear,63,South Carolina,Silver,Fall,2.8,No,Standard,No,No,15,Cash,Quarterly
2063,2064,61,Male,Shorts,Clothing,86,Indiana,Cyan,Fall,2.9,No,Standard,No,No,32,Cash,Monthly
2064,2065,31,Male,Shoes,Footwear,99,Arkansas,Green,Summer,4,No,2-Day Shipping,No,No,5,Bank Transfer,Monthly
2065,2066,27,Male,Sneakers,Footwear,40,Oregon,Blue,Spring,2.9,No,Free Shipping,No,No,6,Bank Transfer,Bi-Weekly
2066,2067,64,Male,Sneakers,Footwear,92,Illinois,Olive,Fall,4.7,No,Store Pickup,No,No,44,Debit Card,Fortnightly
2067,2068,60,Male,Pants,Clothing,21,Maryland,Beige,Fall,3.1,No,2-Day Shipping,No,No,23,Cash,Fortnightly
